adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
FALSE,NA,,261624,en,The Lake,Jackie Ivers is a Los Angeles nurse who returns home to the small town of San Vicente to find that her friends and family have taken on bizarrely different personalities. Jackie notices that everyone who goes into the town's lake come out different...,3.105,/xk1JIR50Wzzz5HQZ9zBdLt3kU3b.jpg,1998-02-01,The Lake,FALSE,5,10
FALSE,/mcTM1pnPszYPBd04mUOTDeP6NpD.jpg,,118717,ja,ウルトラマンメビウス&ウルトラ兄弟,"In the beginning of the movie, 20 years ago, on the moon, the 4 Ultra brothers, Ultraman, Seven, Jack, and Ace were fighting a deadly foe known as Yapool, a monster that was several times their size. As they fought, Yapool had a clear advantage and used his several claws to grasp the brothers, although, they managed to clear from the claws through there powers and used a combined Specium Ray to no avail. The monster then flies off to Earth to dodge the attack and the brothers follow. The brothers were barely able to defeat Yapool but the monster still needed to be sealed. However, to seal Yapool away they were forced to give up the ability to transform, and took up jobs to be in the area of Kobe in case the monster ever returned.",2.213,/jzhCkODQge7GSZwHiDKx4SBNUUp.jpg,2006-09-16,Ultraman Mebius & Ultra Brothers,FALSE,7.6,9
FALSE,/xAdUTX6F6fvGYhiHcYuH2ktRBjR.jpg,,41452,en,Wavelength,Two young lovers learn that a small group of child-like space aliens are marooned on Earth and are being held prisoner at a top secret military facility. The couple then decide to liberate the extraterrestrial castaways and help them make a rendezvous with a rescue ship sent from the alien home planet.,2.803,/qNfHQtlB5cBqo8xsGDqJN50FlUE.jpg,1983-09-16,Wavelength,FALSE,5.5,25
FALSE,/cYisVbWMLBzN0plfEYtqEkavMPn.jpg,,47556,ja,宇宙戦艦ヤマト 復活篇,"In the year 2220 A.D., the Earth Federation launches a plan to evacuate Earth when discovering that a travelling black hole capable of destroying anything in its path is on course towards the solar system. As the people on Earth prepare to relocate to planet Amare, whose ruler offers refuge, the tyrants known as the ""S.U.S. Empire"" attack the first Earth evacuation fleet. After learning that his wife Capt. Yuki Mori-Kodai disappeared in the battle and that legendary space battleship Yamato has been fully rebuilt, Susumu Kodai accepts command of the ship as he intends to not only help humanity once again, but also find Yuki in the hope of helping his relationship with his daughter Miyuki, who puts the blame on him for her mother's disappearance. But in order to fullfil the mission, the Yamato must go through battles against the SUS Empire, who intend to spoil humanity's hopes of finding a new place to live in and turn Earth into energy for their own selfish needs.",3.264,/3QytH31dKuRLAgxZBUK7Ke0dSju.jpg,2009-12-12,Space Battleship Yamato Resurrection,FALSE,5.7,7
FALSE,/zZLfMBM9kicCSZ9P8UVRxQJvup0.jpg,,54476,en,Femalien,"In the pursuit of perfection, an alien civilization has evolved to become beings of pure light energy, unbound by the limitations of the mortal body. But they have lost something precious along the way: the ability to experience physical pleasure. They send a representative to Earth to record human sensory experiences. Taking the form of the perfect human female, ""Kara"" uses her powers to unlock the secrets of sensuality so long forgotten on her world.",2.658,/d6iAbFxuWA0eGOV3QssmVwojabM.jpg,1996-09-03,Femalien,FALSE,5.2,12
FALSE,/ghVDH6l0Y1llgsdWVRC66mk8pdy.jpg,,440775,en,Galaxy of Horrors,"Trapped in a damaged cryogenic pod, a man is forced to watch a series of horrific science-fiction tales while his life support systems run out. Featuring eight intense stories of the unknown and other-worldly, equally wonderful and terrifying. Visit the GALAXY OF HORRORS, if you dare! Curated from Rue Morgue &amp; Unstable Ground's Little Terrors Festival.",5.071,/dOPOpcykEs3YzoajZmjw0Lh5Kyd.jpg,2017-03-07,Galaxy of Horrors,FALSE,5.1,36
FALSE,/nvSl7sgxZJ5vTcoIqIVy630yJwV.jpg,,17938,de,Der schweigende Stern,A mysterious magnetic spool found during a construction project is discovered to have originated from Venus. A rocket expedition to Venus is launched to discover the origin of the spool and the race that created it.,2.721,/fe3enWP5eETHDQ3g65zQs2hltSF.jpg,1960-02-26,First Spaceship on Venus,FALSE,4.6,56
FALSE,NA,,354039,en,Alien Hunger,Aliens with a ravenous appetite for summertime campers descend upon a campground.,2.507,/tz8iKn8VQ4kxORO0x2nCIujbS9b.jpg,2017-07-19,Alien Hunger,FALSE,3.6,7
FALSE,/ttlpY8T0XkCqHv89FeQ2vz1Pg1g.jpg,,17790,en,Zone Troopers,"American soldiers, led by The Sarge, are stuck behind Nazi enemy lines. As they make their way across the Italian countryside, they come across an alien spaceship that has crash-landed in the woods. The alien pilot is dead, but one of the ship's passengers is on the loose. As the GIs hunt down the alien by splitting into smaller groups, they're not only tracked by the Nazis, but also a whole host of other aliens come to save their stranded party.",3.208,/eAPFOs76bhfg2cLBEGveRaUz8jo.jpg,1985-10-01,Zone Troopers,FALSE,5.2,39
FALSE,/1y02hhMul7En8OxEudGGB4vGuVx.jpg,,52318,en,The Falling,Three young friends who are on vacation in Spain and a NASA scientist must join forces to save themselves and the rest of the world from an alien menace.,2.936,/kHIP3l6p0lOdoQm2RQfMPySWQZY.jpg,1985-01-01,The Falling,FALSE,5.1,30
FALSE,/oGMXhZKiynT6XE3hhB1tr3tDt95.jpg,,86633,en,The Alien Factor,"A spaceship containing specimens for an intergalactic zoo crashes on Earth near a small backwoods town. The specimens escape, and soon town folk start turning up mutilated.",4.754,/3XlKascfkq6CU6uzru8uLkMFZff.jpg,1978-05-12,The Alien Factor,FALSE,3.7,24
FALSE,/c3knJX6oIeO1tn1xlBt3IEQQj80.jpg,,38946,en,Terror in the Midnight Sun,"After a herd of reindeer are mysteriously found dead following a meteor crash in a remote part of Lapland in northern Sweden, soldiers and a geologist are called out to investigate.",4.003,/tlzmTxKtIMvIR9dP6HcDrwitG0C.jpg,1959-08-19,Terror in the Midnight Sun,FALSE,3.9,24
FALSE,/z92n0Xh0IbpvJj4PkDEOlGn6kws.jpg,,80339,it,2+5: Missione Hydra,"Aliens from the constellation Hydra crash-land on the island of Sardinia. A prominent scientist, his daughter, several young technicians, and a pair of Oriental spies are taken hostage by the beings so they can use them to repair their spaceship's broken engine. With that done, they take off towards their home planet, taking the earthlings with them. However, the humans attempt to mutiny against their captors, inadvertently sending their tiny spaceship hurtling into the infinite beyond...",4.956,/dGeSyK0F0tHcWDaRJ3Ipr7Gek9P.jpg,1966-10-01,Star Pilot,FALSE,4.3,16
FALSE,NA,,50291,en,Alien Nation: Millennium,"It's 1999, and as the end of the millenium approaches, people are attempting to find spiritual enlightenment. But a few people want to skip all the work that entails, and a holy Tenktonese relic in the hands of a heretic is giving them a shortcut. But it's not quite as easily controlled as she says.",3.01,/aoNNauHlqGoCzw8HwKDF3TZEI8l.jpg,1996-01-02,Alien Nation: Millennium,FALSE,5,16
FALSE,/cGZdq3w17vXvsNjWl0oUMpipbGj.jpg,,118337,en,Zeta One,Women around the globe begin disappearing when a renegade race of top-heavy aliens from the planet Angvia begin snatching them off the streets.,3.528,/v30qkIs1t1Hc7KHKVKp2C441cuY.jpg,1969-12-01,Zeta One,FALSE,3.9,25
FALSE,NA,,80985,en,Oblivion 2: Backlash,"In the alien-western world of Oblivion, a suave, yet lethal bounty hunter named Sweeney arrives to arrest the seductive outlaw Lash on multiple charges, including murder. Lash, who just ""inherited"" a mine of Derconium (the most valuable mineral in the universe) from Crowley in a game of cards, meets up with Redeye's brother, Jaggar, who wants the mine for himself to rule the galaxy. It's a fight over Lash between the sheriff of Oblivion, Jaggar, and Sweeney. But who will emerge victorious?",2.103,/nC88F3tNp1MKSFWMPGEixjqvhu9.jpg,1996-04-02,Oblivion 2: Backlash,FALSE,4.8,10
FALSE,NA,,115199,en,The History of Future Folk,"An alien intending to claim Earth for his people before their homeworld is destroyed by a comet decides not to eliminate humanity when he hears their music. Instead, he lives among them until another alien is sent to find and kill him.",4.248,/cJHq7n8fl6p5tY0Jr6GQ2uoO0rR.jpg,2012-06-15,The History of Future Folk,FALSE,6.6,49
FALSE,/c6TozUYaKm5ASPnrWZtM1rcVtE9.jpg,,42777,en,Laserhawk,"250 million years ago, a carnivorous species 'planted' a crop of humans on an uninhabited planet known as Earth. Now, the alien life form has returned to harvest its yield. With total destruction looming just moments away, a futuristic warrior and a prophetic mental patient join forces against the creatures, but with mortal weapons no match for the superior alien technology, the duo's only hope for victory lies in finding a 250 million year-old spaceship known as Laserhawk. The future of the world depends on it.",2.324,/8r1FIRXvqMl8UMUQ6I0xoHMzGw9.jpg,1997-01-29,Laserhawk,FALSE,4.2,10
FALSE,NA,,359785,en,Dominion,"Earth's position in the universe has become of vital strategic importance to those who have, until now, only studied us from the far reaches of space. Knowing our weaknesses, they have planned their attack, and now, in just 5 days, life on Earth will change forever. Robert Casey, a retired US Intelligence agent turned UFO investigator, races to discover the truth about the Dominion and what it has in store for the human race. Time is running out...",4.518,/dFxIKXzxsTab3tF6K3jbS0aHlw9.jpg,2015-09-14,Dominion,FALSE,5.7,8
FALSE,/bIg8TNjxrXQfCD84f0Uh9PKaQXV.jpg,,910762,zh,末日救援,"Mankind is forced to live underground after a giant alien descends upon our planet. After spending years below, a team of braves a finally ready to head back to the top and fight for their planet, with a secret weapon that has been years in the making.",2.333,/72B0zYm88mujhcn3wzLFCRKD80k.jpg,2021-12-02,Earth Rescue Day,FALSE,3,1
FALSE,/xfM6tqrwKMpZHwGiwtdOJj3aYbl.jpg,,426518,ja,トップをねらえ!劇場版,"Noriko Takaya's dream is to become a space pilot like her father, who died when she was young after an attack by alien forces in deep space. After entering Okinawa Girls Space Pilot High School, she must persuade everyone, especially herself, that she can fulfill her goal and become an accomplished pilot despite being just an ordinary girl.",4.506,/pCAVPmDDvtdqKmzzQ1Bq7vVjQtH.jpg,2006-10-01,Gunbuster: The Movie,FALSE,7.6,8
FALSE,NA,,49050,en,Oblivion,"On another planet which resembles the Old West, a die-hard pacifist is forced to re-examine his ways after an evil alien bandit and his gang murder his estranged sheriff father, take over his home town, and threaten his friends.",4.043,/iZFQLDFdiSwjW03sGvonEyywRBv.jpg,1994-04-01,Oblivion,FALSE,5.2,26
FALSE,/A1AJEyrPHyowWhvd7EaTnlzIZ6I.jpg,,330628,en,The Answer,"When mailman Bridd Takes his sexy date Charlotte home, they find their boss on the floor with a mail opener stuck in his chest. The assailants are also after Bridd and he has to use all his talents to foil an extra-terrestrial complot.",4.78,/tdAIGJzB8fULM0nUFPHPc3GctFv.jpg,2015-04-11,The Answer,FALSE,5.3,31
FALSE,/uQJO0dR7wtls6Og8tNV8uqOyd7.jpg,,31280,en,Fire Maidens of Outer Space,An astronaut and crew land on Jupiter's 13th moon and find a monster and women from Atlantis.,2.543,/tY5TJwIng0vBlZYHiu4BVMLvej8.jpg,1956-07-01,Fire Maidens of Outer Space,FALSE,2.7,26
FALSE,/tyJQxPqxOVGdSoDoH4mGw1lNJf0.jpg,,8464,en,Top of the Food Chain,"An isolated Canadian town (populated by the weirdest group of people this side of Saturn) has seen its share of problems. First the nut factory closed, then the CATV antenna stopped broadcasting, and now something is gruesomely devouring the townsfolk! Can visiting atomic scientist (and expert on ""cool fusion"") Dr. Karel Lamonte solve the mystery before everyone disappears?",2.173,/rlugDKVFAeXB7n6LRHZVepDUub0.jpg,1999-09-11,Top of the Food Chain,FALSE,5.3,14
FALSE,/mZHo1jC2plAN6nuc1cdkt01yveQ.jpg,,25874,en,The Illustrated Man,"A man who has a body almost completely covered in tattoos is searching for the woman who cursed him with the ""skin illustrations"". Each tattoo reveals a bizarre story, which is experienced by staring at the scene depicted. When the illustrated man meets a fellow tramp on the road a strange voyage begins.",4.368,/hxTncIosSPstrHNE9ynivvXfjI3.jpg,1969-03-26,The Illustrated Man,FALSE,5.6,54
FALSE,NA,,73653,en,The Sender,"A psychic father and daughter band together with an ""angel"" in an attempt to save Earth from an extraterrestrial Armageddon. This suspenseful thriller ties together strange occurrences from 1965 in the Bermuda Triangle (where an American fighter pilot supposedly encountered a spaceship) and government hush-up conspiracies.",1.981,/agOis5gxbuNnIrsOwZRoSINJL60.jpg,1998-06-22,The Sender,FALSE,5.3,11
FALSE,/298Cruz6Wjnq0so2qJlc6nalnFm.jpg,,1006437,en,The Area 51 Incident,An outbreak occurs in the infamous Area 51 leading a group of survivors to an underground bunker.. only to learn.. they are not alone.,2.815,/u5mdKymY2frgTSKR9EEi3UXc6xN.jpg,2022-11-01,The Area 51 Incident,FALSE,0,0
FALSE,/6i3GXNTn15fns88NCMVY6nUZ1SE.jpg,,312448,en,Alien Incursion,A park ranger must protect hikers from an invasion of meteor-spawned aliens and hunters that want to eliminate the creatures - and any witnesses to their arrival on earth.,3.582,/fDSaKsmFSxUXQW1VPGb2cArgsPd.jpg,2006-08-26,Alien Incursion,FALSE,5.3,3
FALSE,/t1GxD8Np43nt8rWE1cOv09UFVtt.jpg,,767204,en,Paranoia Tapes 7: Felts Field,"A teenage boy obsessed with UFOs discovers a mysterious light in the sky. Soon, his whole family finds themselves targets of the supernatural.",2.785,/gSdSWvKmOxsuerv0hVtBPFebag4.jpg,2020-04-15,Paranoia Tapes 7: Felts Field,FALSE,8,1
FALSE,/bR0e9oovEYDaAyFl0WeK9HO1AeT.jpg,,30597,ja,ウルトラマンティガ&ウルトラマンダイナ 光の星の戦士たち,"The members of the Super GUTS force, one of whom is secretly Ultraman Dyna, are in the middle of a losing battle against an enormous monster on the surface of the moon, when suddenly a spaceship appears and saves them by zapping the beast. The crew of the ship claim to members of the world peace force that originally created the Super GUTS force, and they invite the GUTS members to enter their brainwave patterns into the ship's battle computer so it can be a more effective fighting system. It sounds like a good idea, but could they have some other plan up their sleeves?",1.958,/eXq6eEtucjxDMC91tfzKWGvaFFH.jpg,1998-03-14,Ultraman Tiga & Ultraman Dyna: Warriors of the Star of Light,FALSE,6,15
FALSE,/q7oFWo1UUesbWtGet2amttO1gOn.jpg,,38268,ja,惑星大戦争,"The year is 1988, and in the midst of recovering from a near-miss with a large comet, Earth finds that there are much worse matters at hand: the sudden arrival of a strange army of aliens and their fleet of unstoppable warships.",2.849,/3HRIBpaeEkoNyVYEw4rMg1avQiY.jpg,1977-12-17,The War in Space,FALSE,6,12
FALSE,/cSr91HoJJbQBpuddk5mHYVDRcrA.jpg,,749401,ja,劇場版マクロスΔ 絶対LIVE!!!!!!,"Walküre and Delta Flight used music to save people from the Vár Syndrome, a previously unknown disease that made humans and others go berserk. However, they find themselves facing a new threat.",3.326,/482bqJmWWHykUact13QsphtL4pE.jpg,2021-09-30,Macross Δ the Movie: Absolute Live!!!!!!,FALSE,8,2
FALSE,/dzCQCpQ2jbFYLcl5BI7Ybmy7Wd7.jpg,,10446,en,The High Crusade,"Medieval crusaders from the 13th century are captured by aliens. However, this can not stop them to conquer the Holy Land.",1.948,/nVzaV7o5t4nktgqtv0KSFp1gtea.jpg,1994-06-02,The High Crusade,FALSE,5.2,9
FALSE,/vB4Sf9x8roCQvlW6TljjmWPW9Z.jpg,,72824,es,El caballero del dragón,"A medieval alchemist (Klaus Kinski), knight (Harvey Keitel) and priest (Fernando Rey) mistake a flying-saucer alien for a dragon.",3.296,/nxA49czCVK8mAzn8z2OGFFzzrJw.jpg,1985-12-20,Star Knight,FALSE,4.2,27
FALSE,/6vgwY2uMmvgNJiWN20NviRic7Wt.jpg,,23045,en,Killers from Space,"Atomic scientist/pilot Doug Martin is missing after his plane crashes on an reconnaissance mission after a nuclear test. Miraculously appearing unhurt at the base later, he is given sodium amethol, but authorities are skeptical of his story that he was captured by aliens determined to conquer the Earth with giant monsters and insects. Martin vows to use existing technology to destroy them.",3.214,/axmm6OxP3x1IsnTWtesenVRv0ze.jpg,1954-01-23,Killers from Space,FALSE,3.6,41
FALSE,/aJBp5VXZIXUkE3o8cU2gIrkrxsY.jpg,,24047,en,Alien Nation: Dark Horizon,"Followup movie to the TV series about 250,000 aliens, or ""newcomers"" as they are known, who have by now settled alongside the humans in California. Most of the newcomers were slaves, and the slave masters are now looking for them. They send Aponso to earth to locate the slaves ready for the aliens to pick them up.",3.232,/fDBN0S2l5QiuoVTPd8K4DTbcKPX.jpg,1994-10-25,Alien Nation: Dark Horizon,FALSE,5.9,25
FALSE,/o5Q4t6JhubD084jTFoUAaSao2oN.jpg,,27623,en,Not of This Earth,"An agent from a distant planet has been sent to earth to ship large quantities of blood to his world, where a plague is ravaging the populace.  He comes equipped with an interstellar matter transmitter, telepathic mind-control powers, and deathray-shooting eyes.  Because he is also affected by the blood disease, he gains control of the town's physician and has him place a nurse at his disposal, while he collects live humans for fresh blood; but gains the nurse's suspicions, along with those of her boyfriend - a town police officer.",2.762,/tgjdzyriupfXJStZVEUouVhU2k9.jpg,1957-02-10,Not of This Earth,FALSE,5.4,51
FALSE,NA,,783335,en,"Something, Somewhere","After a college jock sees two mysterious orbs of light in the sky, he meets up with an estranged friend to confirm if what he saw was extra-terrestrial.",4.484,/dqnJlgyezbUDzOczYQDFrArjUMu.jpg,2022-05-12,"Something, Somewhere",FALSE,2,1
FALSE,NA,,620014,en,Xenophobia,Six complete strangers recall the details of their individual experiences with alien forces-sharing the terrifying stories of their abductions and possessions.,2.95,/o6iCtz2uOybP5HXkjxFcW4Tfg5X.jpg,2019-08-06,Xenophobia,FALSE,2.7,7
FALSE,/rXqNNDNHr2zohtSRD3D6HTxfhNu.jpg,,170885,en,Annihilator,"Humanoid killer robots stalk a newspaperman, who has knowledge of their existence. One of the robots is made to look like his girl friend.",2.378,/iwWoknF64tJ4PGcY4US1yGPqNpv.jpg,1986-04-07,Annihilator,FALSE,5.8,5
FALSE,/rvSMpkb4Xyw50xJ89LXT7p87cZZ.jpg,,68171,en,Star Slammer,"Two women who have been unjustly confined to a prison planet plot their escape, all the while having to put up with unhinged guards, crazed wardens and mutant rodents.",2.258,/clBB3cpaASKvId3aCHJ6f1ngx0q.jpg,1986-10-10,Star Slammer,FALSE,3.8,26
FALSE,/bIgophPk56G2cBOCvGiLYgpsx8y.jpg,,567203,en,Hornet,"When an alien race invades and begins to brainwash humans to carry out acts of destruction, the rest of humanity must rely on an untested giant robot to save the Earth.",3.627,/4LyngGcHBwpvLajrC7Kv070RU9m.jpg,2018-12-07,Hornet,FALSE,3.2,13
FALSE,/6TY4qyOxHazZJP32fmUf5tMdTPc.jpg,,578847,en,Skyman,The story of Carl Merryweather who believes he experienced an alien encounter at 10-years-old and is now trying to reconnect with the UFO as the same location.,3.141,/jII3orHzFYbNCF4fNqem2yW2STG.jpg,2020-06-30,Skyman,FALSE,5.4,5
FALSE,/wUiGCyShZVkvE3ZbNx9hFUKhC0p.jpg,,553357,en,Archons,"Archons is the story of falling-from-grace rock group, Sled Dog, half a decade after the release of their hit single, Backfire. After a chance encounter with rock-legend and life-long idol, Emerson Gilmore, Eric is willing to take one more chance at success, the way Emerson Gilmore did it back in the 70s—out in the Canadian mountains with a guitar and a bag of psychedelic drugs.",4.315,/i0qdO371R0awkVLYqIfLrPn4pXc.jpg,2018-10-06,Archons,FALSE,5.4,11
FALSE,/iJqdzH2MUk01IrAREYjv2T7FEcO.jpg,,523910,en,The Aliens,A UFO believer must choose between the aliens above he has never seen or the mysterious guide who appears in his campsite week after week.,4.43,/zypAgUl0E8eHHOeoJIVlMgDH8dU.jpg,2018-04-17,The Aliens,FALSE,5.7,3
FALSE,/rqVETNBEimEv0PJTvMVmpHw88MJ.jpg,,247845,en,The Great Martian War 1913–1917,"Documentary-drama recounting the Martian War of 1913–1917. Europe was on tenterhooks in the 2nd decade of the 20th century, everyone was expecting a Great War between the major European powers. But then, in 1913, something crashed into the forests of SW Germany. Troops were sent to investigate but were wiped out. Martian fighting machines began making their way across Western Europe and the countries of Europe combined forces to resist them. With aspects taken from ‘The War of the Worlds’ by H.G. Wells and from WWI itself, this dramatisation presents a documentary style look at events as they unfolded and the effect they had of our world today. Lots of references to real events including the mass attacks and defeats as men were thrown against machines on the Western front, the Christmas truce and the Angel of Mons, America's isolationism and late entry into the conflict, the worldwide Spanish flu epidemic that killed more people than the war, and many other things.",2.498,/4dGtDwLsT8Jq83PaNAurBC9sQCQ.jpg,2013-12-08,The Great Martian War 1913–1917,FALSE,6.4,9
FALSE,/pAwXXadtPzJJTFyhmw8tbDeZZfN.jpg,,99847,en,I Am Here....Now,"An Alien Being from another universe lands on earth and is angered at how the human species live in a world of greed, corruption, lies, violence and a disregard for the natural environment. The Being takes it upon itself to eliminate the politicians, lawyers, criminals, corporate leaders, and others who disrespect the planet... That The Being has created as a planetary experiment. This thought provoking supernatural film is filled with surprising mystical metaphors, exciting twists... And a stunning dramatic conclusion.",4.418,/6v1zcRo1ZT8UUKDXjstHDcnRtYU.jpg,2009-12-01,I Am Here....Now,FALSE,3.9,36
FALSE,/kaaE0x2WH2LZcWBLNzmzdZJiLOs.jpg,,2863,de,Signale - Ein Weltraumabenteuer,"In the middle of the next century, a spaceship loses its bearings, and the commander of another space crew, seemingly on a routine check flight, decides to investigate. The result is an unusual suspense adventure.",1.891,/nMA02qh8ymD8hbPFzwAYsBxCc9i.jpg,1970-12-17,Signals: A Space Adventure,FALSE,4.8,8
FALSE,NA,,54928,en,Project Viper,A space shuttle crashes containing a lethal prototype organism designed to survive in any environment. The only people who can stop the creature are the Secretary of Defense agent and the female scientist who created it.,1.889,/xel6uu8xF9VQqyhDqvC73AHVJAd.jpg,2002-05-15,Project Viper,FALSE,5.2,13
FALSE,/2pmE1OzlTY5xRpFWEPcw6KEoHOW.jpg,,72091,en,Voyage to the Prehistoric Planet,"In 2020, after the colonization of the moon, the spaceships Vega, Sirius and Capella are launched from Lunar Station 7. They are to explore Venus under the command of Professor Hartman, but an asteroid collides and explodes Capella. The leader ship Vega stays orbiting and sends the astronauts Kern and Sherman with the robot John to the surface of Venus, but they have problems with communication with Dr. Marsha Evans in Vega. The Sirius lands in Venus and Commander Brendan Lockhart, Andre Ferneau and Hans Walter explore the planet and are attacked by prehistoric animals. They use a vehicle to seek Kern and Sherman while collecting samples from the planet. Meanwhile John helps the two cosmonauts to survive in the hostile land.",2.943,/3Zpax52NVEyf8nIcKlaWgGa6kb8.jpg,1965-08-01,Voyage to the Prehistoric Planet,FALSE,4.2,24
FALSE,NA,,66121,en,The Thing Below,"A top secret drilling platform in the Gulf of Mexico raises a dormant alien creature from the depths. Once loose, the creature goes on a murderous rampage.",4.161,/bA1NlbAnI6a3FpUY2ZAmdkFDnn2.jpg,2004-01-07,The Thing Below,FALSE,3.7,23
FALSE,NA,,281014,en,Sex Files: Pleasureville,Aliens masquerading as owners of a small town video store distribute tapes that cause anyone who watches them to pleasure themselves and whoever else is nearby.,2.679,/jYHWGGD8QHnLo2GEUalLcBcBzTe.jpg,2000-01-09,Sex Files: Pleasureville,FALSE,6.4,7
FALSE,/w05dYV2MCh112DDjbFUunnq2xRm.jpg,,128612,en,Invader,"When the Viking space capsule suddenly returns to Earth from its long ago trip to Mars, it brings with it an intelligent visitor that is part ""Alien"" and part ""ET"". Encased in armor, it extends a human like form from its shell to examine its surroundings and shows an interest in humans including a soft caress of a female scientist prior to the Army killing it. This only enrages its sibling.",2.076,/psPxddxKa6qmJh0aFXjRCqPVBbO.jpg,1996-09-24,Lifeform,FALSE,5,12
FALSE,/ewzPUA4ihZl3K8rGxk2pdhgPcB2.jpg,,96350,en,Wam Bam Thank You Spaceman,Two aliens from a dying planet are on a mission to impregnate Earth women.,1.864,/kV5VGR7cnkHHkvEiBjhLFksT95f.jpg,1974-12-31,Wam Bam Thank You Spaceman,FALSE,2.5,6
FALSE,/idMagL42q5mFNLDbjLGVDAjxGov.jpg,,79397,en,Purple People Eater,"A kid plays the old novelty song ""Purple People Eater"" and the creature actually appears. The two then proceed to help an elderly couple who are being evicted by their greedy landlord.",3.236,/8DjpY5mqzudxLOgGMruNJNUDpGy.jpg,1988-12-01,Purple People Eater,FALSE,5,9
FALSE,NA,,36139,en,High Plains Invaders,"In the Old West an outlaw named Sam Phoenix is about to be hanged. But just before the noose tightens, the town is besieged by a lethal alien invader with a laser-shooting stingray and a crazy Sarlacc mouth. The townsfolk scramble but get promptly smoked, save for a handful of survivors led by Phoenix.",2.097,/mwN2d3ELKVLxn3vHH4c5PyVboiW.jpg,2009-08-30,High Plains Invaders,FALSE,4.9,21
FALSE,/p6Fl3lFa7R4frWh6FFTqbBMM6oI.jpg,,885683,en,White Sky,"When three campers witness an alien mothership descending on their town and turning the population into ""Altered"" human beings, they team up with a reclusive stranger who offers to guide them to safety. As they're chased deep into the forest and one of them becomes infected, they realize there's nowhere to hide from the Altered horde that seems intent upon finding and assimilating them.",3.143,/1lBRq7KQornZMjbOPTatiFp3w8t.jpg,2021-10-19,White Sky,FALSE,3,5
FALSE,NA,,120325,en,Alien Invasion Arizona,"After a mysterious extraterrestrial object lands in the mining town of Salena, Arizona, the government dispatches a team of marines to contain the possible threat. Meanwhile, a group of death row inmates ambush their prison bus and take the guards and personnel aboard hostage. Arriving in the seemingly deserted town, they come across the Special Ops captain, the sole survivor of a horrible carnage that's decimated the rest of his unit. Now, with time running out, the group must unite to combat the threat of the savage aliens hunting them in the mine tunnels below, and the peril above from a squad of fighter planes sent to bomb the town to oblivion, in this pulse-pounding sci-fi thriller.",1.856,/A9vPDcMkxFuUh2WfPtnzIDbHFIf.jpg,2007-04-17,Alien Invasion Arizona,FALSE,4.3,4
FALSE,/w7bzQrvvuNQkI2tjUWh9rENJt50.jpg,,552569,en,Alien Surveillance,An alien invasion is caught in the surveillance cameras of an office building during a weekend work party.,3.15,/fW0EhW1hOz6wtHHBWOTNNnjXONY.jpg,2018-08-14,Alien Surveillance,FALSE,3.2,6
FALSE,/o0AEK82XDkqfLpCzxsbDfdsyuEw.jpg,,29416,en,Horror of the Blood Monsters,Astronauts land on a planet with prehistoric creatures and a war between a human-like tribe and a race of vampires.,3.83,/e0CRrdAhnAfgiGPo6fnBDjdcVKO.jpg,1970-02-01,Horror of the Blood Monsters,FALSE,3.1,29
FALSE,/uK3yL5fAcCnF0bpjqlO1NrsoHB5.jpg,,279259,en,Closer,"Something terrifying is happening to the Earth. Luke and Sarah, unaware of the danger, are just worried about having a passionate offhand camping weekend. Two unexpected guests will ruin their plans.",4.288,/l0CvjSYCwVgYLBw7ebWmKaR4vli.jpg,2013-09-06,Closer,FALSE,6.8,8
FALSE,/vq5CWarBYySb6Uivu18ZNBQ4jyw.jpg,,46329,en,Illegal Aliens,"Three aliens morph into super-hot babes and arrive to protect the earth from the intergalactic forces of evil. Guided by Syntax, their holographic mentor, these Illegal Aliens are willing to use every trick in the book and every sexy outfit in their wardrobe to accomplish their mission! ""Illegal Aliens"" pokes fun at today's Hollywood and pays tribute to the so-called ""Bad Movies"" we all love to hate.",2.82,/ArelBHcmcmUNiFzf7tkzowodmgf.jpg,2007-05-01,Illegal Aliens,FALSE,4.9,12
FALSE,/p5fV0Ri4Ut86dQoAcPH0Rm0Je0c.jpg,,527952,en,Anunnaki,"450,000 years ago our ancestors descended from the heavens to engineer the first human beings. To us they were Giants that ruled as Gods over mankind. Now new evidence and scientific research acknowledges their existence on earth but reveals when they will return. The truth of their real origin and purpose is much more bizarre and amazing than anything previously believed. From the Garden of Eden to the Great Flood; from the God of the Bible to the secrets of Enoch all shall be revealed. (IMDB)",1.829,/4MYUmWlN8mZuQqGhY8Ut1AS4gPp.jpg,2018-04-10,Anunnaki,FALSE,6.6,15
FALSE,/mEUluAzH6cFRBfuJIbNdMehhd0q.jpg,,1058622,en,Aliens Abducted My Parents and Now I Feel Kinda Left Out,"Itsy is new in town and her life seems over until she meets her space-obsessed neighbor Calvin, who believes his parents were abducted by aliens. An aspiring journalist, Itsy decides to write an exposé on Calvin but ends up discovering much more.",2.837,/5rZed6NP0ZdmvU2UNeLqMddwAKu.jpg,2023-01-20,Aliens Abducted My Parents and Now I Feel Kinda Left Out,FALSE,4,1
